movieId,title,genres,tags
7833,Shadow of the Thin Man (1941),Comedy|Crime|Mystery,"Shadow, Thin, Man, Funny, Lighthearted"
7834,After the Thin Man (1936),Comedy|Crime|Mystery|Romance,"After, Thin, Man, Funny, Lighthearted"
7835,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance,"Song, Thin, Man, Funny, Lighthearted"
7839,Love Crazy (1941),Comedy,"Love, Crazy, Funny, Lighthearted, Satire"
7840,Gunga Din (1939),Adventure|Comedy|War,"Gunga, Din, Epic, Action-Packed, Exciting"
7841,Children of Dune (2003),Fantasy|Sci-Fi,"Children, Dune, Magical, Imaginative, Otherworldly"
7842,Dune (2000),Drama|Fantasy|Sci-Fi,"Dune, Emotional, Serious, Thought-Provoking, Magical"
7843,Lammbock (2001),Comedy,"Lammbock, Funny, Lighthearted, Satire"
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",Action|Comedy,"Legend, Fong, Sai, Yuk, Fast-Paced"
7845,Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi,"Tremors, Aftershocks, Funny, Lighthearted, Satire"
7846,Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi,"Tremors, 3, Back, Perfection, Funny"
7879,Notorious C.H.O. (2002),Comedy,"Notorious, C, H, O, Funny"
7882,The Plague of the Zombies (1966),Horror,"Plague, Zombies, Scary, Dark, Supernatural"
7883,I Walked with a Zombie (1943),Drama|Horror,"I, Walked, Zombie, Emotional, Serious"
7884,Highway 61 (1991),Comedy,"Highway, 61, Funny, Lighthearted, Satire"
7888,How to Succeed in Business Without Really Trying (1967),Comedy|Musical,"How, Succeed, Business, Without, Really, Funny"
7889,Pat Garrett and Billy the Kid (1973),Western,"Pat, Garrett, Billy, Kid, Rugged"
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,"Last, Man, Earth, Ultimo, Uomo, Emotional"
7894,"Duck, You Sucker (1971)",Action|Western,"Duck, You, Sucker, Fast-Paced, Exciting"
7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller,"Bring, Me, Head, Alfredo, Garcia, Suspense"
7896,Ride the High Country (1962),Adventure|Drama|Western,"Ride, High, Country, Epic, Action-Packed"
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,"Master, Flying, Guillotine, Du, Bi, Fast-Paced"
7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi,"Frankenstein, Must, Be, Destroyed, Emotional"
7916,Gidget (1959),Comedy,"Gidget, Funny, Lighthearted, Satire"
7920,Desperate Living (1977),Comedy|Crime,"Desperate, Living, Funny, Lighthearted, Satire"
7924,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,"Stray, Dog, Nora, Inu, Emotional"
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure,"Hidden, Fortress, Kakushi, Toride, No, Fast-Paced"
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,"High, Low, Tengoku, Jigoku, Suspense"
7930,"People Under the Stairs, The (1991)",Horror|Mystery|Thriller,"People, Under, Stairs, Scary, Dark"
7932,Dark Days (2000),Documentary,"Dark, Days, Informative, Real-Life, Educational"
7934,Zelig (1983),Comedy,"Zelig, Funny, Lighthearted, Satire"
7936,Shame (Skammen) (1968),Drama|War,"Shame, Skammen, Emotional, Serious, Thought-Provoking"
7937,"Silence, The (Tystnaden) (1963)",Drama,"Silence, Tystnaden, Emotional, Serious, Thought-Provoking"
7938,Winter Light (Nattvardsgästerna) (1963),Drama,"Winter, Light, Nattvardsgästerna, Emotional, Serious"
7939,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,"Through, Glass, Darkly, Såsom, I, Emotional"
7940,The Magician (1958),Drama,"Magician, Emotional, Serious, Thought-Provoking"
7943,"Killers, The (1946)",Crime|Film-Noir,"Killers, Thriller, Suspense, Noir"
7944,"Night of the Iguana, The (1964)",Drama|Thriller,"Night, Iguana, Emotional, Serious, Thought-Provoking"
7951,Nightbreed (1990),Fantasy|Horror,"Nightbreed, Magical, Imaginative, Otherworldly, Scary"
7976,Ken Park (2002),Drama,"Ken, Park, Emotional, Serious, Thought-Provoking"
7979,Monterey Pop (1968),Documentary|Musical,"Monterey, Pop, Informative, Real-Life, Educational"
7980,"Bridge Too Far, A (1977)",Action|Drama|War,"Bridge, Too, Far, Fast-Paced, Exciting"
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,"Infernal, Affairs, Mou, Gaan, Dou, Suspense"
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,"Tale, Two, Sisters, Janghwa, Hongryeon, Emotional"
7983,Broadway Danny Rose (1984),Comedy,"Broadway, Danny, Rose, Funny, Lighthearted"
7984,From Beyond (1986),Horror|Sci-Fi,"Beyond, Scary, Dark, Supernatural, Futuristic"
7986,Robot Jox (1990),Sci-Fi,"Robot, Jox, Futuristic, Technological, Speculative"
7987,Dolls (1987),Horror,"Dolls, Scary, Dark, Supernatural"
7988,Space Truckers (1996),Comedy|Sci-Fi,"Space, Truckers, Funny, Lighthearted, Satire"
7991,Death Race 2000 (1975),Action|Sci-Fi,"Death, Race, 2000, Fast-Paced, Exciting"
7993,"Bucket Of Blood, A (1959)",Comedy|Horror,"Bucket, Blood, Funny, Lighthearted, Satire"
8008,Brigadoon (1954),Fantasy|Musical|Romance,"Brigadoon, Magical, Imaginative, Otherworldly, Rhythmic"
8010,"Power of One, The (1992)",Drama,"Power, One, Emotional, Serious, Thought-Provoking"
8011,"Weather Underground, The (2002)",Documentary,"Weather, Underground, Informative, Real-Life, Educational"
8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,"Kikujiro, Kikujirô, No, Natsu, Funny"
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,"Spring, Summer, Fall, Winter, Bom, Emotional"
8015,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy,"Phantom, Tollbooth, Epic, Action-Packed, Exciting"
8016,"Getaway, The (1972)",Action|Crime|Drama|Thriller,"Getaway, Fast-Paced, Exciting, Adrenaline, Suspense"
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,"Water, Honogurai, Mizu, No, Soko, Emotional"
8024,"Thing Called Love, The (1993)",Comedy|Drama|Romance,"Thing, Called, Love, Funny, Lighthearted"
8025,The Thief (1997),Drama,"Thief, Emotional, Serious, Thought-Provoking"
8033,How to Steal a Million (1966),Comedy|Crime|Romance,"How, Steal, Million, Funny, Lighthearted"
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Crime|Horror|Thriller,"Stendhal, Syndrome, Sindrome, Di, La, Suspense"
8042,Mean Streets (1973),Crime|Drama,"Mean, Streets, Thriller, Suspense, Noir"
8043,Jack the Bear (1993),Comedy|Drama,"Jack, Bear, Funny, Lighthearted, Satire"
8044,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,"I, Am, Fugitive, Chain, Gang, Thriller"
8045,Hamburger Hill (1987),Action|Drama|War,"Hamburger, Hill, Fast-Paced, Exciting, Adrenaline"
8057,Sweet Bird of Youth (1962),Drama,"Sweet, Bird, Youth, Emotional, Serious"
8092,Frankenstein Unbound (1990),Drama|Horror|Sci-Fi,"Frankenstein, Unbound, Emotional, Serious, Thought-Provoking"
8093,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller,"Shiri, Swiri, Fast-Paced, Exciting, Adrenaline"
8094,Bad Day at Black Rock (1955),Drama|Thriller|Western,"Bad, Day, Black, Rock, Emotional"
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,"China, They, Eat, Dogs, I, Fast-Paced"
8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),Action|Adventure|Thriller|War,"Delta, Force, 2, Colombian, Connection, Fast-Paced"
8119,Crossroads (1986),Drama,"Crossroads, Emotional, Serious, Thought-Provoking"
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,"Seducing, Doctor, Lewis, Grande, Séduction, Funny"
8125,Sunrise: A Song of Two Humans (1927),Drama|Romance,"Sunrise, Song, Two, Humans, Emotional"
8126,Shock Corridor (1963),Drama,"Shock, Corridor, Emotional, Serious, Thought-Provoking"
8128,Au revoir les enfants (1987),Drama,"Au, Revoir, Les, Enfants, Emotional"
8131,Pursuit of Happiness (2001),Comedy|Romance,"Pursuit, Happiness, Funny, Lighthearted, Satire"
8132,Gladiator (1992),Action|Drama,"Gladiator, Fast-Paced, Exciting, Adrenaline, Emotional"
8136,Indestructible Man (1956),Crime|Horror|Sci-Fi,"Indestructible, Man, Thriller, Suspense, Noir"
8137,"Wasp Woman, The (1959)",Horror|Sci-Fi,"Wasp, Woman, Scary, Dark, Supernatural"
8138,Attack of the Giant Leeches (1959),Horror|Sci-Fi,"Attack, Giant, Leeches, Scary, Dark"
8142,Dead or Alive: Hanzaisha (1999),Action|Crime,"Dead, Or, Alive, Hanzaisha, Fast-Paced"
8143,Lola Montès (1955),Drama,"Lola, Montès, Emotional, Serious, Thought-Provoking"
8147,Charly (1968),Drama|Sci-Fi,"Charly, Emotional, Serious, Thought-Provoking, Futuristic"
8153,Lust for Life (1956),Drama,"Lust, Life, Emotional, Serious, Thought-Provoking"
8154,"Dolce Vita, La (1960)",Drama,"Dolce, Vita, La, Emotional, Serious"
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,"Jin, Roh, Wolf, Brigade, Rô, Family-Friendly"
8158,Rush (1991),Crime|Drama,"Rush, Thriller, Suspense, Noir, Emotional"
8167,Captain Blood (1935),Action|Adventure|Romance,"Captain, Blood, Fast-Paced, Exciting, Adrenaline"
8169,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,"Batteries, Not, Included, Family-Friendly, Educational"
8183,Educating Rita (1983),Comedy|Drama,"Educating, Rita, Funny, Lighthearted, Satire"
8188,Sansho the Bailiff (Sanshô dayû) (1954),Drama,"Sansho, Bailiff, Sanshô, Dayû, Emotional"
8189,Zazie dans le métro (1960),Comedy,"Zazie, Dans, Le, Métro, Funny"
8190,"Americanization of Emily, The (1964)",Comedy|Drama|War,"Americanization, Emily, Funny, Lighthearted, Satire"
8191,Anne of the Thousand Days (1969),Drama,"Anne, Thousand, Days, Emotional, Serious"
8195,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance,"Avventura, L, Adventure, Emotional, Serious"
8196,Beyond the Valley of the Dolls (1970),Comedy|Horror,"Beyond, Valley, Dolls, Funny, Lighthearted"
8197,Hiroshima Mon Amour (1959),Drama|Romance|War,"Hiroshima, Mon, Amour, Emotional, Serious"
8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,"Ugetsu, Monogatari, Emotional, Serious, Thought-Provoking"
8207,"Day of the Jackal, The (1973)",Crime|Thriller,"Day, Jackal, Suspense, Noir, Suspenseful"
8225,Night of the Living Dead (1990),Horror,"Night, Living, Dead, Scary, Dark"
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,"Maltese, Falcon, K, Dangerous, Female, Intriguing"
8232,I Love You Again (1940),Comedy|Drama,"I, Love, You, Again, Funny"
8235,Safety Last! (1923),Action|Comedy|Romance,"Safety, Last, Fast-Paced, Exciting, Adrenaline"
8236,While the City Sleeps (1956),Drama|Film-Noir,"While, City, Sleeps, Emotional, Serious"
8238,Little Murders (1971),Comedy|Crime,"Little, Murders, Funny, Lighthearted, Satire"
8239,Viridiana (1961),Comedy|Drama,"Viridiana, Funny, Lighthearted, Satire, Emotional"
8241,Masterminds (1997),Action|Comedy|Thriller,"Masterminds, Fast-Paced, Exciting, Adrenaline, Funny"
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,"Lupin, Castle, Cagliostro, Rupan, Sansei, Fast-Paced"
8254,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,"Arizona, Dream, Funny, Lighthearted, Satire"
8261,3 Women (Three Women) (1977),Drama,"3, Women, Three, Emotional, Serious"
8264,Grey Gardens (1975),Documentary,"Grey, Gardens, Informative, Real-Life, Educational"
8266,Purple Rain (1984),Drama|Musical,"Purple, Rain, Emotional, Serious, Thought-Provoking"
8268,Point of No Return (1993),Action|Thriller,"Point, No, Return, Fast-Paced, Exciting"
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance,"Hairdresser, S, Husband, Le, Mari, Funny"
8275,College (1927),Comedy,"College, Funny, Lighthearted, Satire"
8290,Mitchell (1975),Action|Crime,"Mitchell, Fast-Paced, Exciting, Adrenaline, Thriller"
8293,Used People (1992),Comedy|Drama,"Used, People, Funny, Lighthearted, Satire"
8302,"Front Page, The (1931)",Comedy|Drama|Romance,"Front, Page, Funny, Lighthearted, Satire"
8327,Dolls (2002),Drama|Romance,"Dolls, Emotional, Serious, Thought-Provoking, Romantic"
8331,"Man Who Came to Dinner, The (1942)",Comedy,"Man, Who, Came, Dinner, Funny"
8335,Make Way for Tomorrow (1937),Drama,"Make, Way, Tomorrow, Emotional, Serious"
8336,"Major and the Minor, The (1942)",Comedy|Romance,"Major, Minor, Funny, Lighthearted, Satire"
8337,"Caine Mutiny, The (1954)",Drama|War,"Caine, Mutiny, Emotional, Serious, Thought-Provoking"
8338,Black Narcissus (1947),Drama,"Black, Narcissus, Emotional, Serious, Thought-Provoking"
8340,Escape from Alcatraz (1979),Drama|Thriller,"Escape, Alcatraz, Emotional, Serious, Thought-Provoking"
8341,Oliver Twist (1948),Adventure|Crime|Drama,"Oliver, Twist, Epic, Action-Packed, Exciting"
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,"Shrek, 2, Epic, Action-Packed, Exciting"
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,"Day, After, Tomorrow, Fast-Paced, Exciting"
8362,Raising Helen (2004),Comedy|Drama|Romance,"Raising, Helen, Funny, Lighthearted, Satire"
8363,Soul Plane (2004),Comedy,"Soul, Plane, Funny, Lighthearted, Satire"
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,"Baadasssss, How, Get, Man, S, Emotional"
8366,Saved! (2004),Comedy|Drama,"Saved, Funny, Lighthearted, Satire, Emotional"
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,"Harry, Potter, Prisoner, Azkaban, Epic"
8369,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,"Mindhunters, Fast-Paced, Exciting, Adrenaline, Suspense"
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,"Blind, Swordsman, Zatoichi, Zatôichi, Fast-Paced"
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,"Chronicles, Riddick, Fast-Paced, Exciting, Adrenaline"
8372,Garfield: The Movie (2004),Animation|Children|Comedy,"Garfield, Movie, Family-Friendly, Colorful, Fun"
8373,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,"Stepford, Wives, Funny, Lighthearted, Satire"
8375,"Hunting of the President, The (2004)",Documentary,"Hunting, President, Informative, Real-Life, Educational"
8376,Napoleon Dynamite (2004),Comedy,"Napoleon, Dynamite, Funny, Lighthearted, Satire"
8378,"Doctor, The (1991)",Drama,"Doctor, Emotional, Serious, Thought-Provoking"
8379,"Dresser, The (1983)",Drama,"Dresser, Emotional, Serious, Thought-Provoking"
8380,Father Hood (1993),Comedy,"Father, Hood, Funny, Lighthearted, Satire"
8382,Hello Again (1987),Comedy,"Hello, Again, Funny, Lighthearted, Satire"
8383,Hope Springs (2003),Comedy|Romance,"Hope, Springs, Funny, Lighthearted, Satire"
8385,Lover Come Back (1961),Comedy|Romance,"Lover, Come, Back, Funny, Lighthearted"
8387,Police Academy: Mission to Moscow (1994),Comedy|Crime,"Police, Academy, Mission, Moscow, Funny"
8391,Big Wednesday (1978),Comedy|Drama,"Big, Wednesday, Funny, Lighthearted, Satire"
8402,Book of Love (1990),Comedy|Romance,"Book, Love, Funny, Lighthearted, Satire"
8405,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror,"Hour, Wolf, Vargtimmen, Emotional, Serious"
8410,Suddenly (1954),Crime|Drama|Film-Noir,"Suddenly, Thriller, Suspense, Noir, Emotional"
8424,"Divorcee, The (1930)",Drama|Romance,"Divorcee, Emotional, Serious, Thought-Provoking, Romantic"
8425,Meet the Applegates (1991),Comedy,"Meet, Applegates, Funny, Lighthearted, Satire"
8426,Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi,"Robot, Carnival, Roboto, Kânibauru, Family-Friendly"
8427,Americathon (1979),Comedy|Sci-Fi,"Americathon, Funny, Lighthearted, Satire, Futuristic"
8446,Sands of Iwo Jima (1949),Action|Drama|Romance|War,"Sands, Iwo, Jima, Fast-Paced, Exciting"
8447,This Island Earth (1955),Sci-Fi,"This, Island, Earth, Futuristic, Technological"
8450,Anthony Adverse (1936),Adventure|Romance,"Anthony, Adverse, Epic, Action-Packed, Exciting"
8451,Blackboard Jungle (1955),Drama,"Blackboard, Jungle, Emotional, Serious, Thought-Provoking"
8454,Luna Papa (1999),Comedy|Drama|Fantasy,"Luna, Papa, Funny, Lighthearted, Satire"
8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Crime|Drama|Thriller,"Investigation, Citizen, Above, Suspicion, Indagine, Suspense"
8458,To Each His Own (1946),Drama,"Each, His, Own, Emotional, Serious"
8459,"Heiress, The (1949)",Drama|Romance,"Heiress, Emotional, Serious, Thought-Provoking, Romantic"
8461,Dragon Seed (1944),Drama|War,"Dragon, Seed, Emotional, Serious, Thought-Provoking"
8462,Executive Suite (1954),Drama,"Executive, Suite, Emotional, Serious, Thought-Provoking"
8463,Johnny Belinda (1948),Drama,"Johnny, Belinda, Emotional, Serious, Thought-Provoking"
8464,Super Size Me (2004),Comedy|Documentary|Drama,"Super, Size, Me, Funny, Lighthearted"
8465,Johnny Eager (1942),Crime|Drama|Film-Noir|Romance,"Johnny, Eager, Thriller, Suspense, Noir"
8477,"Jetée, La (1962)",Romance|Sci-Fi,"Jetée, La, Romantic, Heartwarming, Love Story"
8481,Northwest Passage (1940),Action|Adventure|Drama|Romance|Thriller|Western,"Northwest, Passage, Fast-Paced, Exciting, Adrenaline"
8482,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror,"Picture, Dorian, Gray, Emotional, Serious"
8484,"Human Condition I, The (Ningen no joken I) (1959)",Drama|War,"Human, Condition, I, Ningen, No, Emotional"
8487,Please Don't Eat the Daisies (1960),Children|Comedy|Musical,"Please, Don, T, Eat, Daisies, Family-Friendly"
8491,White Heat (1949),Crime|Drama|Film-Noir,"White, Heat, Thriller, Suspense, Noir"
8492,"Christmas Carol, A (Scrooge) (1951)",Drama|Fantasy,"Christmas, Carol, Scrooge, Emotional, Serious"
8493,Memphis Belle (1990),Action|Drama|War,"Memphis, Belle, Fast-Paced, Exciting, Adrenaline"
8494,"Cincinnati Kid, The (1965)",Drama,"Cincinnati, Kid, Emotional, Serious, Thought-Provoking"
8495,Animal Factory (2000),Crime|Drama,"Animal, Factory, Thriller, Suspense, Noir"
8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),Action|Horror|Sci-Fi,"Godzilla, Vs, Mechagodzilla, Gojira, Tai, Fast-Paced"
8501,"Hitcher, The (1986)",Action|Thriller,"Hitcher, Fast-Paced, Exciting, Adrenaline, Suspenseful"
8502,Show Boat (1951),Drama|Musical|Romance,"Show, Boat, Emotional, Serious, Thought-Provoking"
8506,Fear X (2003),Mystery|Thriller,"Fear, Intriguing, Puzzling, Suspense, Suspenseful"
8507,Freaks (1932),Crime|Drama|Horror,"Freaks, Thriller, Suspense, Noir, Emotional"
8511,"Immigrant, The (1917)",Comedy,"Immigrant, Funny, Lighthearted, Satire"
8512,Silent Movie (1976),Comedy,"Silent, Movie, Funny, Lighthearted, Satire"
8518,Anna Christie (1930),Drama,"Anna, Christie, Emotional, Serious, Thought-Provoking"
8521,Dr. Jekyll and Mr. Hyde (1931),Drama|Horror,"Dr, Jekyll, Mr, Hyde, Emotional"
8526,Around the World in 80 Days (2004),Adventure|Children|Comedy,"Around, World, 80, Days, Epic"
8528,Dodgeball: A True Underdog Story (2004),Comedy,"Dodgeball, True, Underdog, Story, Funny"
8529,"Terminal, The (2004)",Comedy|Drama|Romance,"Terminal, Funny, Lighthearted, Satire, Emotional"
8530,Dear Frankie (2004),Drama|Romance,"Dear, Frankie, Emotional, Serious, Thought-Provoking"
8531,White Chicks (2004),Action|Comedy|Crime,"White, Chicks, Fast-Paced, Exciting, Adrenaline"
8532,"Door in the Floor, The (2004)",Drama,"Door, Floor, Emotional, Serious, Thought-Provoking"
8533,"Notebook, The (2004)",Drama|Romance,"Notebook, Emotional, Serious, Thought-Provoking, Romantic"
8534,Two Brothers (Deux frères) (2004),Adventure|Children|Drama,"Two, Brothers, Deux, Frères, Epic"
8535,De-Lovely (2004),Drama|Musical,"De, Lovely, Emotional, Serious, Thought-Provoking"
8542,"Day at the Races, A (1937)",Comedy|Musical,"Day, Races, Funny, Lighthearted, Satire"
8571,Bob & Carol & Ted & Alice (1969),Comedy|Drama,"Bob, Carol, Ted, Alice, Funny"
8574,"Claymation Christmas Celebration, A (1987)",Animation|Children|Comedy|Musical,"Claymation, Christmas, Celebration, Family-Friendly, Colorful"
8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy|Drama,"Happenstance, Battement, D, Ailes, Du, Funny"
8577,Comandante (2003),Documentary,"Comandante, Informative, Real-Life, Educational"
8578,Undead (2003),Action|Comedy|Horror|Sci-Fi,"Undead, Fast-Paced, Exciting, Adrenaline, Funny"
8580,Into the Woods (1991),Adventure|Comedy|Fantasy|Musical,"Into, Woods, Epic, Action-Packed, Exciting"
8581,Pirates of Silicon Valley (1999),Documentary|Drama,"Pirates, Silicon, Valley, Informative, Real-Life"
8582,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War,"Manufacturing, Consent, Noam, Chomsky, Media, Informative"
8587,Mayor of the Sunset Strip (2003),Documentary,"Mayor, Sunset, Strip, Informative, Real-Life"
8588,Killing Me Softly (2002),Drama|Mystery|Romance|Thriller,"Killing, Me, Softly, Emotional, Serious"
8591,"Philadelphia Experiment, The (1984)",Adventure|Drama|Sci-Fi,"Philadelphia, Experiment, Epic, Action-Packed, Exciting"
8593,Juice (1992),Action|Crime|Drama|Thriller,"Juice, Fast-Paced, Exciting, Adrenaline, Suspense"
8596,Revenge of the Pink Panther (1978),Comedy|Crime,"Revenge, Pink, Panther, Funny, Lighthearted"
8600,Angels with Dirty Faces (1938),Crime|Drama|Film-Noir|Thriller,"Angels, Dirty, Faces, Suspense, Noir"
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy|Drama,"Zero, De, Conduite, Conduct, Zéro, Funny"
8604,Taxi (1998),Action|Comedy,"Taxi, Fast-Paced, Exciting, Adrenaline, Funny"
8605,Taxi 3 (2003),Action|Comedy,"Taxi, 3, Fast-Paced, Exciting, Adrenaline"
8607,Tokyo Godfathers (2003),Adventure|Animation|Drama,"Tokyo, Godfathers, Epic, Action-Packed, Exciting"
8609,Our Hospitality (1923),Comedy,"Our, Hospitality, Funny, Lighthearted, Satire"
8610,All of Me (1984),Comedy|Fantasy,"All, Me, Funny, Lighthearted, Satire"
8611,"Farmer's Daughter, The (1947)",Comedy,"Farmer, S, Daughter, Funny, Lighthearted"
8614,Overboard (1987),Comedy|Romance,"Overboard, Funny, Lighthearted, Satire, Romantic"
8617,Butterfield 8 (1960),Drama,"Butterfield, 8, Emotional, Serious, Thought-Provoking"
8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy|Drama|Fantasy|Mystery,"Exterminating, Angel, Ángel, Exterminador, El, Funny"
8622,Fahrenheit 9/11 (2004),Documentary,"Fahrenheit, 9, 11, Informative, Real-Life"
8623,Roxanne (1987),Comedy|Romance,"Roxanne, Funny, Lighthearted, Satire, Romantic"
8626,Dr. Terror's House of Horrors (1965),Horror|Sci-Fi,"Dr, Terror, S, House, Horrors, Scary"
8632,Secret Society (2002),Comedy,"Secret, Society, Funny, Lighthearted, Satire"
8633,"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi,"Last, Starfighter, Fast-Paced, Exciting, Adrenaline"
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,"Spider, Man, 2, Fast-Paced, Exciting"
8638,Before Sunset (2004),Drama|Romance,"Before, Sunset, Emotional, Serious, Thought-Provoking"
8640,King Arthur (2004),Action|Adventure|Drama|War,"King, Arthur, Fast-Paced, Exciting, Adrenaline"
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,"Anchorman, Legend, Ron, Burgundy, Funny"
8643,"Cinderella Story, A (2004)",Comedy|Romance,"Cinderella, Story, Funny, Lighthearted, Satire"
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,"I, Robot, Fast-Paced, Exciting, Adrenaline"
8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama,"Maria, Full, Grace, Llena, Eres, Thriller"
8650,Long Day's Journey Into Night (1962),Drama,"Long, Day, S, Journey, Into, Emotional"
8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",Crime|Drama,"Short, Film, About, Killing, Krótki, Thriller"
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,"Bourne, Supremacy, Fast-Paced, Exciting, Adrenaline"
8666,Catwoman (2004),Action|Crime|Fantasy,"Catwoman, Fast-Paced, Exciting, Adrenaline, Thriller"
8667,A Home at the End of the World (2004),Drama|Romance,"Home, End, World, Emotional, Serious"
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",Crime|Horror|Mystery|Thriller,"Testament, Dr, Mabuse, Das, Des, Suspense"
8677,Flash Gordon Conquers the Universe (1940),Action|Sci-Fi,"Flash, Gordon, Conquers, Universe, Fast-Paced"
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",Adventure|Drama,"Man, Escaped, Un, Condamné, À, Epic"
8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama,"Miracle, Marcelino, Pan, Y, Vino, Funny"
8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War,"Slaughterhouse, Five, Funny, Lighthearted, Satire"
8695,"Bachelor and the Bobby-Soxer, The (1947)",Comedy,"Bachelor, Bobby, Soxer, Funny, Lighthearted"
8711,Mr. Blandings Builds His Dream House (1948),Comedy,"Mr, Blandings, Builds, His, Dream, Funny"
8712,My Favorite Wife (1940),Comedy|Romance,"My, Favorite, Wife, Funny, Lighthearted"
8713,"New Adventures of Pippi Longstocking, The (1988)",Adventure|Children|Fantasy|Musical,"New, Adventures, Pippi, Longstocking, Epic"
8714,Night and Day (1946),Drama|Musical,"Night, Day, Emotional, Serious, Thought-Provoking"
8718,"Snake Pit, The (1948)",Drama,"Snake, Pit, Emotional, Serious, Thought-Provoking"
8720,"Super, The (1991)",Comedy,"Super, Funny, Lighthearted, Satire"
8724,"Leopard, The (Gattopardo, Il) (1963)",Drama|War,"Leopard, Gattopardo, Il, Emotional, Serious"
